,NAME,DATE_x,HOUR,VMAX,LAT,LON,MSLP,ID,DELV12,DELV24,DELV36,DELV48,PER,SHRD,D200,RHLO,PX30,SDBT,POT,RHCN,TPW,PC2,SHRD2,SHRG,DIVC,U200,EPSS,ENSS,TPWC,RSST,DATEs,MONTH_x,YEAR_x,DAY,TAR,DATETIME,KEY,storm name,landfall date,damage ranke,current damage($ 2020),base damage,State,category,winds(MPH),MONTH_y,DATE_y,Year,MONTHINT,intDay,intDate,GDP,population,LatInt,LonInt,grid_Lat,grid_Lon,GDPMER,popgpw,is_land,avg_GDPMER
120,EARL,100902,0,120,27.2,-73.5,932.0,AL072010,-5.0,-30.0,-45.0,-60.0,10.0,17.3,49,61,98.0,7.8000001160000005,-32,0,84,-62.0,21.5,28.3,36.0,-0.1,3.2,3.1,69.0,29.9,20100902,09,2010,02,0,2010-01-02 00:09:00,EARL-2010,Earl,"Sep 02,2010",228,22000000.0,18000000.0,NC,TS,70,Sep,02,2010,09,2,2,433916.7,9574323,27,-74,27.0,-81.0,19.58558683,551368.9,False,5.458340210999999
121,EARL,100902,6,125,28.6,-74.3,927.0,AL072010,-25.0,-40.0,-55.0,-65.0,10.0,20.2,49,63,99.0,9.000000134,-22,0,90,-74.0,19.3,23.4,64.0,2.6,3.7,2.6,72.0,29.8,20100902,09,2010,02,0,2010-01-02 06:09:00,EARL-2010,Earl,"Sep 02,2010",228,22000000.0,18000000.0,NC,TS,70,Sep,02,2010,09,2,2,433916.7,9574323,29,-74,29.0,-81.0,1.539400712,55287.79,False,5.458340210999999
122,EARL,100902,12,115,30.1,-74.8,935.0,AL072010,-25.0,-40.0,-55.0,-50.0,-5.0,15.7,12,63,97.0,11.40000017,-28,0,214,-87.0,18.7,23.4,-1.0,4.3,2.6,2.8,65.9,29.5,20100902,09,2010,02,0,2010-01-02 12:09:00,EARL-2010,Earl,"Sep 02,2010",228,22000000.0,18000000.0,NC,TS,70,Sep,02,2010,09,2,2,433916.7,9574323,30,-75,31.0,-81.0,0.557264631,14328.54,False,5.458340210999999
123,EARL,100902,18,100,31.7,-75.1,943.0,AL072010,-15.0,-30.0,-40.0,-35.0,-25.0,21.8,34,59,98.0,7.100000106,-36,0,0,-111.0,20.4,25.2,38.0,7.8,3.0,3.5,67.9,29.3,20100902,09,2010,02,0,2010-01-02 18:09:00,EARL-2010,Earl,"Sep 02,2010",228,22000000.0,18000000.0,NC,TS,70,Sep,02,2010,09,2,2,433916.7,9574323,32,-75,33.0,-78.0,0.151108671,4222.107,False,5.458340210999999
124,HERM,100906,6,40,21.8,-95.1,1001.0,AL102010,10.0,15.0,0.0,-15.0,15.0,9.3,16,79,81.0,16.60000025,-112,0,0,-98.0,12.1,19.5,26.0,-3.4,5.3,1.8,65.5,30.0,20100906,09,2010,06,0,2010-01-06 06:09:00,HERM-2010,Hermine,"Sep 06,2010",161,370000000.0,240000000.0,TX,TS,70,Sep,06,2010,09,6,6,1301808.3,25241971,22,-95,21.0,-157.0,0.283095138,6676.276,False,1.4497592216666666
125,HERM,100906,12,45,23.0,-95.6,998.0,AL102010,10.0,0.0,-15.0,-25.0,15.0,12.9,-7,76,99.0,7.9000001179999995,-111,0,0,-153.0,12.8,18.4,-11.0,-2.9,4.3,1.8,64.0,30.1,20100906,09,2010,06,0,2010-01-06 12:09:00,HERM-2010,Hermine,"Sep 06,2010",161,370000000.0,240000000.0,TX,TS,70,Sep,06,2010,09,6,6,1301808.3,25241971,23,-96,24.0,-81.0,0.47725043799999994,9744.621,False,1.4497592216666666
126,HERM,100906,18,50,24.0,-96.5,995.0,AL102010,5.0,-10.0,-25.0,-30.0,10.0,1.5,14,74,96.0,6.500000097000001,-93,0,0,-114.0,10.3,14.9,18.0,-2.5,6.7,3.6,65.7,30.0,20100906,09,2010,06,0,2010-01-06 18:09:00,HERM-2010,Hermine,"Sep 06,2010",161,370000000.0,240000000.0,TX,TS,70,Sep,06,2010,09,6,6,1301808.3,25241971,24,-96,25.0,-98.0,3.5889320889999996,171922.0,False,1.4497592216666666
127,ISAA,120828,0,60,26.8,-86.7,979.0,AL092012,5.0,10.0,5.0,-5.0,5.0,10.0,84,63,79.0,18.50000028,-95,0,126,-87.0,13.5,20.7,88.0,-11.4,2.3,3.5,67.1,29.9,20120828,08,2012,28,0,2012-01-28 00:08:00,ISAA-2012,Isaac,"Aug 28,2012",78,3430000000.0,2800000000.0,LA,1,80,Aug,28,2012,08,28,28,233481.2,4600972,27,-87,28.0,-90.0,0.000969134,77.14766,False,0.2735850525
128,ISAA,120828,6,60,27.4,-87.6,978.0,AL092012,10.0,10.0,0.0,-5.0,0.0,4.8,36,65,67.0,17.00000025,-96,0,106,-62.0,4.9,13.6,31.0,-7.0,0.8,3.7,70.7,29.7,20120828,08,2012,28,0,2012-01-28 06:08:00,ISAA-2012,Isaac,"Aug 28,2012",78,3430000000.0,2800000000.0,LA,1,80,Aug,28,2012,08,28,28,233481.2,4600972,27,-88,28.0,-90.0,0.000969134,77.14766,False,0.2735850525
129,ISAA,120828,12,65,28.0,-88.3,975.0,AL092012,5.0,0.0,-10.0,-20.0,5.0,4.8,-2,70,63.0,20.2000003,-87,0,0,-53.0,2.7,13.5,0.0,0.0,1.7,2.8,70.2,29.5,20120828,08,2012,28,0,2012-01-28 12:08:00,ISAA-2012,Isaac,"Aug 28,2012",78,3430000000.0,2800000000.0,LA,1,80,Aug,28,2012,08,28,28,233481.2,4600972,28,-88,28.0,-90.0,0.000969134,77.14766,False,0.2735850525
130,ISAA,120828,18,70,28.6,-88.8,972.0,AL092012,0.0,-10.0,-15.0,-35.0,10.0,5.2,15,71,92.0,14.90000022,-70,0,15,-82.0,3.8,12.2,26.0,4.2,3.3,3.4,69.0,29.2,20120828,08,2012,28,0,2012-01-28 18:08:00,ISAA-2012,Isaac,"Aug 28,2012",78,3430000000.0,2800000000.0,LA,1,80,Aug,28,2012,08,28,28,233481.2,4600972,29,-89,29.0,-90.0,1.091432808,107404.3,False,0.2735850525
131,HARV,170825,0,80,25.0,-94.4,973.0,AL092017,15.0,35.0,-15.0,-35.0,20.0,14.0,-7,70,85.0,10.70000016,-73,0,0,-90.0,12.5,13.6,1.0,1.8,5.9,3.7,66.0,30.4,20170825,08,2017,25,1,2017-01-25 00:08:00,HARV-2017,Harvey,"Aug 25,2017",4,133000000000.0,125000000000.0,TX,4,130,Aug,25,2017,08,25,25,1651329.5,28295273,25,-94,25.0,-98.0,3.5889320889999996,171922.0,False,0.9038164974999998
132,HARV,170825,6,90,25.6,-95.1,966.0,AL092017,15.0,15.0,-40.0,-50.0,20.0,12.3,5,72,87.0,7.600000112999999,-67,0,0,-92.0,14.2,16.5,7.0,5.5,4.1,3.0,67.4,30.1,20170825,08,2017,25,0,2017-01-25 06:08:00,HARV-2017,Harvey,"Aug 25,2017",4,133000000000.0,125000000000.0,TX,4,130,Aug,25,2017,08,25,25,1651329.5,28295273,26,-95,27.0,-97.0,0.008777967,256.9636,False,0.9038164974999998
133,HARV,170825,12,95,26.3,-95.8,949.0,AL092017,20.0,-30.0,-50.0,-60.0,15.0,8.2,10,72,96.0,4.900000073,-62,0,0,-137.0,11.7,15.7,0.0,6.9,2.5,3.0,67.8,29.7,20170825,08,2017,25,0,2017-01-25 12:08:00,HARV-2017,Harvey,"Aug 25,2017",4,133000000000.0,125000000000.0,TX,4,130,Aug,25,2017,08,25,25,1651329.5,28295273,26,-96,27.0,-97.0,0.008777967,256.9636,False,0.9038164974999998
134,HARV,170825,18,105,27.1,-96.3,943.0,AL092017,0.0,-55.0,-65.0,-70.0,15.0,11.2,46,71,96.0,7.40000011,-42,0,0,-129.0,13.4,18.1,34.0,4.4,3.8,4.3,68.4,29.5,20170825,08,2017,25,0,2017-01-25 18:08:00,HARV-2017,Harvey,"Aug 25,2017",4,133000000000.0,125000000000.0,TX,4,130,Aug,25,2017,08,25,25,1651329.5,28295273,27,-96,27.0,-97.0,0.008777967,256.9636,False,0.9038164974999998
135,IRMA,170910,0,100,23.4,-80.9,932.0,AL112017,15.0,-20.0,-50.0,-65.0,-10.0,8.2,111,70,97.0,6.800000101,-52,0,0,-135.0,11.5,15.7,116.0,0.1,5.9,2.0,68.5,30.1,20170910,09,2017,10,0,2017-01-10 00:09:00,IRMA-2017,Irma,"Sep 10,2017",12,52970000000.0,50000000000.0,FL,4,130,Sep,10,2017,09,10,10,901903.5,20963613,23,-81,24.0,-81.0,0.47725043799999994,9744.621,False,0.47725043799999994
